0,0,0,0,0.0058448,0.017168,0.040986,0.00084595,0,0,0,0,0.004292,0.0014324,0,0.0040063,0.092321,0,0,0.016271,0,0.040986,0,0,0.092615,0.0058447,0,0.051707,0,0,0.0014324,0.023379,0,0,0,0,0,0.20862,0.0024126,0,0.092321,0,0.0058447,0,0.0058447,0,0.0058447,0.0024126,0.004292,0.065085,0,0,0.004292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016191,0.0025574,0,0,0.092321,0,0,0.0058447,0,0.00084595,0,0,0,0,0,0,0,0,0,0,0.0058447,0,0.092321,0.0040063,0,0,0
0,0,0,0,0.0059559,0.016881,0.046265,0.0012349,0,0,0,0,0.0042203,0.0041384,0,0.011575,0.066668,0,0,0.020285,0,0.046265,0,0,0.10455,0.0059559,0,0.037339,0,0,0.0041384,0.016883,0,0,0,0,0,0.21258,0,0,0.066668,0,0.0042207,0,0.0059559,0,0.0042207,0,0,0.08114,0,0,0.0033857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046779,0.007389,0,0,0.094076,0,0,0.0042207,0,0.039124,0,0,0,0,0,0,0,0,0,0,0.0059559,0,0.066668,0.011575,0,0,0
0,0,0,0,0.0046331,0.046135,0.068792,0.0078522,0,0,0,0,0.011534,0.010851,0,0.030349,0.048946,0,0,0.012914,0,0.032469,0,0,0.15545,0.0046331,0,0.027414,0,0,0.010851,0.012395,0,0,0,0,0,0.16537,0,0,0.048946,0,0.0030987,0,0.0046331,0,0.0030987,0,0,0.051655,0,0,0.0026556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012265,0.019373,0,0,0.073182,0,0,0.0030987,0,0.054522,0,0,0,0,0,0,0,0,0,0,0.0046331,0,0.048946,0.030349,0,0,0
0,0,0,0,0.0037476,0.0022741,0.0058304,0.00033891,0,0,0,0,0.00056853,0.078842,0,0.22052,0.002382,0,0,0.00089047,0,0.0019553,0,0,0.013175,0.0037476,0,0.0013341,0,0,0.078842,0.00060321,0,0,0,0,0,0.13376,0,0,0.002382,0,0.0001508,0,0.0037476,0,0.0001508,0,0,0.0035619,0,0,9.9463e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089118,0.14077,0,0,0.059195,0,0,0.0001508,0,0.0054254,0,0,0,0,0,0,0,0,0,0,0.0037476,0,0.002382,0.22052,0,0,0
0,0,0,0,0.004256,0.0023351,0.006243,0.00032638,0,0,0,0,0.00058378,0.073319,0,0.20507,0.007657,0,0,0.00092528,0,0.0024309,0,0,0.014107,0.004256,0,0.0042885,0,0,0.073319,0.001939,0,0,0,0,0,0.15191,0,0,0.007657,0,0.00048475,0,0.004256,0,0.00048476,0,0,0.0037011,0,0,0.00069185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082875,0.13091,0,0,0.067226,0,0,0.00048476,0,0.0058736,0,0,0,0,0,0,0,0,0,0,0.004256,0,0.007657,0.20507,0,0,0
0,0,0,0,0.0047255,0.0033319,0.0086966,0.00038886,0,0,0,0,0.00083298,0.067087,0,0.18764,0.012247,0,0,0.0016431,0,0.0042475,0,0,0.019652,0.0047255,0,0.0068594,0,0,0.067087,0.0031014,0,0,0,0,0,0.16867,0,0,0.012247,0,0.00077535,0,0.0047255,0,0.00077535,0,0,0.0065723,0,0,0.00095403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0075831,0.11978,0,0,0.074641,0,0,0.00077535,0,0.0056252,0,0,0,0,0,0,0,0,0,0,0.0047255,0,0.012247,0.18764,0,0,0
0,0,0,0,0.0043526,0.0043007,0.023932,0.00044691,0,0,0,0,0.0010752,0.060778,0,0.16999,0.013961,0,0,0.0013971,0,0.0081497,0,0,0.054079,0.0043526,0,0.0078192,0,0,0.060778,0.0035354,0,0,0,0,0,0.15536,0,0,0.013961,0,0.00088384,0,0.0043526,0,0.00088384,0,0,0.0055884,0,0,0.0018681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687,0.10852,0,0,0.068751,0,0,0.00088384,0,0.024828,0,0,0,0,0,0,0,0,0,0,0.0043526,0,0.013961,0.16999,0,0,0
0,0,0,0,0.004056,0.0035874,0.040965,0.00056334,0,0,0,0,0.00089683,0.05566,0,0.15568,0.014165,0,0,0.0023363,0,0,0,0,0.092568,0.0040559,0,0.0079335,0,0,0.05566,0.0035871,0,0,0,0,0,0.14477,0,0,0.014165,0,0.00089676,0,0.0040559,0,0.00089677,0,0,0.0093453,0,0,0.0014734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0062915,0.099379,0,0,0.064065,0,0,0.00089677,0,0.038152,0,0,0,0,0,0,0,0,0,0,0.0040559,0,0.014165,0.15568,0,0,0
0,0,0,0,0.0049826,0.0033635,0.037224,0.00066086,0,0,0,0,0.00084086,0.051689,0,0.14457,0.013281,0,0,0.0029566,0,0,0,0,0.084114,0.0049825,0,0.0074384,0,0,0.051689,0.0033632,0,0,0,0,0,0.17784,0,0,0.013281,0,0.00084079,0,0.0049825,0,0.0008408,0,0,0.011826,0,0,0.0034989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0058426,0.092288,0,0,0.078701,0,0,0.0008408,0,0.035226,0,0,0,0,0,0,0,0,0,0,0.0049825,0,0.013281,0.14457,0,0,0
0,0,0,0,0.0052084,0.0032936,0.035069,0.00061978,0,0,0,0,0.0008234,0.049073,0,0.13725,0.018543,0,0,0.0028176,0,0,0,0,0.079244,0.0052083,0,0.010386,0,0,0.049073,0.0046957,0,0,0,0,0,0.1859,0,0,0.018543,0,0.0011739,0,0.0052084,0,0.0011739,0,0,0.011271,0,0,0.004497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055469,0.087617,0,0,0.082268,0,0,0.0011739,0,0.033312,0,0,0,0,0,0,0,0,0,0,0.0052084,0,0.018543,0.13725,0,0,0
0,0,0,0,0.016015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016015,0,0,0,0,0,0,0,0,0,0,0,0.57161,0,0,0,0,0,0,0.016015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25296,0,0,0,0,0.11137,0,0,0,0,0,0,0,0,0,0,0.016015,0,0,0,0,0,0
0,0,0,0,0.016711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016711,0,0,0,0,0,0,0,0,0,0,0,0.59645,0,0,0,0,0,0,0.016711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26395,0,0,0,0,0.072756,0,0,0,0,0,0,0,0,0,0,0.016711,0,0,0,0,0,0
0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018021,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018021,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018021,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018021,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018021,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018021,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018021,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
0,0,0,0,0.018024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018021,0,0,0,0,0,0,0,0,0,0,0,0.64325,0,0,0,0,0,0,0.018022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018022,0,0,0,0,0,0
